,Age,Customer-Period,MaximumSpend,Hidden-Score,Monthly-Average-Spend,Level,Mortgage,Security-Asset,Fixed-Deposit-Account,Internet-Banking,Credit-Card,Region,MaximumSpend_Log,Monthly-Average-Spend_Log,Mortgage_Log
2244,57,31,53,1,0.8,2,120,0,0,0,0,2,4.290459441148391,0.26236426446749106,4.941642422609304
4499,53,26,22,1,0.5,2,0,0,0,1,1,1,3.7376696182833684,0.0,2.995732273553991
16,38,14,130,4,4.7,3,134,0,0,0,0,5,5.0106352940962555,1.6486586255873816,5.0369526024136295
3420,66,41,114,1,0.8,3,0,0,0,1,1,4,4.897839799950911,0.26236426446749106,2.995732273553991
1414,59,33,68,2,2.3,3,128,1,0,1,0,4,4.477336814478207,1.0296194171811581,4.997212273764115
2466,24,-2,80,2,1.6,3,0,0,0,1,0,4,4.605170185988092,0.7419373447293773,2.995732273553991
3047,57,33,149,1,4.7,1,0,1,0,0,0,5,5.1298987149230735,1.6486586255873816,2.995732273553991
1124,38,12,29,4,0.2,1,0,0,0,0,1,4,3.8918202981106265,-0.35667494393873245,2.995732273553991
2464,60,36,32,3,0.4,2,165,0,0,1,0,2,3.9512437185814275,-0.10536051565782628,5.220355825078324
941,38,13,129,4,4.4,1,140,0,0,0,0,2,5.003946305945459,1.589235205116581,5.075173815233827
4627,27,1,134,1,1.7,2,307,0,0,1,0,3,5.0369526024136295,0.7884573603642703,5.7899601708972535
1679,57,31,114,4,5.2,1,0,1,1,1,0,4,4.897839799950911,1.7404661748405046,2.995732273553991
4308,44,20,132,3,2.6,1,308,0,0,0,0,4,5.0238805208462765,1.1314021114911006,5.793013608384144
2361,36,12,109,3,0.5,3,0,1,1,1,0,4,4.859812404361672,0.0,2.995732273553991
4201,61,36,89,3,0.5,1,0,0,0,1,0,3,4.6913478822291435,0.0,2.995732273553991
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
4017,26,0,42,4,1.3,3,153,0,0,1,0,2,4.127134385045092,0.5877866649021191,5.153291594497779
29,38,13,119,1,3.3,2,0,0,1,1,1,4,4.9344739331306915,1.33500106673234,2.995732273553991
1488,38,12,39,2,0.3,1,174,0,0,1,0,5,4.07753744390572,-0.2231435513142097,5.267858159063328
2096,55,29,54,2,2.3,3,93,0,0,0,0,5,4.30406509320417,1.0296194171811581,4.727387818712341
2635,40,14,33,2,0.8,3,89,0,0,1,0,5,3.970291913552122,0.26236426446749106,4.6913478822291435
2749,62,37,82,1,0.8,3,312,0,0,1,0,4,4.624972813284271,0.26236426446749106,5.805134968916488
2406,31,7,10,1,0.5,3,81,0,0,1,0,2,3.4011973816621555,0.0,4.61512051684126
1211,61,36,131,1,0.9,1,0,0,0,1,0,2,5.017279836814924,0.3364722366212129,2.995732273553991
2646,45,20,191,3,2.6,3,123,0,0,0,0,2,5.351858133476067,1.1314021114911006,4.962844630259907
684,43,17,164,1,2.4,1,449,0,0,1,0,0,5.214935757608986,1.0647107369924282,6.150602768446279
4711,65,40,59,3,2.4,1,0,0,0,0,0,4,4.3694478524670215,1.0647107369924282,2.995732273553991
2944,55,30,79,2,0.0,3,0,0,0,0,0,2,4.59511985013459,-0.6931471805599453,2.995732273553991
351,28,4,155,4,5.3,2,0,0,0,1,0,2,5.1647859739235145,1.7578579175523736,2.995732273553991
109,43,17,49,1,2.8,1,0,0,0,1,0,4,4.23410650459726,1.1939224684724346,2.995732273553991
1651,62,36,158,2,6.3,3,0,0,0,1,0,4,5.181783550292085,1.916922612182061,2.995732273553991
3245,47,22,81,4,3.6,3,0,0,0,1,1,0,4.61512051684126,1.410986973710262,2.995732273553991
1603,36,6,138,1,7.0,3,86,0,0,1,0,2,5.062595033026967,2.0149030205422647,4.663439094112067
4719,32,8,140,4,6.6,3,0,0,1,0,1,4,5.075173815233827,1.9600947840472698,2.995732273553991
3343,62,37,125,1,1.0,3,0,0,0,1,0,4,4.976733742420574,0.4054651081081644,2.995732273553991
1483,58,32,63,1,1.6,1,0,1,0,1,0,2,4.418840607796598,0.7419373447293773,2.995732273553991
2602,52,26,161,4,4.3,1,0,0,1,1,1,3,5.198497031265826,1.5686159179138452,2.995732273553991
3945,29,3,123,3,5.6,3,428,0,0,1,0,2,4.962844630259907,1.8082887711792655,6.104793232414985
2021,46,20,103,4,4.8,3,0,0,0,1,0,1,4.812184355372417,1.667706820558076,2.995732273553991
1084,60,35,191,4,5.6,3,0,0,0,0,0,3,5.351858133476067,1.8082887711792655,2.995732273553991
4081,60,35,155,1,1.5,3,0,0,0,0,1,2,5.1647859739235145,0.6931471805599453,2.995732273553991
951,59,34,83,2,3.4,3,0,0,0,1,0,4,4.634728988229636,1.3609765531356006,2.995732273553991
3791,41,17,80,1,0.3,1,0,0,0,0,0,1,4.605170185988092,-0.2231435513142097,2.995732273553991
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
2877,58,32,74,2,2.3,3,0,0,0,0,1,5,4.543294782270004,1.0296194171811581,2.995732273553991
3060,64,38,168,4,5.7,3,0,0,0,1,0,4,5.236441962829949,1.824549292051046,2.995732273553991
2960,55,29,38,4,1.5,3,0,0,0,0,1,0,4.060443010546419,0.6931471805599453,2.995732273553991
2773,63,37,185,2,7.9,2,358,0,0,1,0,4,5.3230099791384085,2.128231705849268,5.934894195619588
3938,49,24,13,2,0.0,1,0,0,0,1,0,5,3.4965075614664802,-0.6931471805599453,2.995732273553991
2145,57,32,40,3,1.7,1,0,0,0,1,1,4,4.0943445622221,0.7884573603642703,2.995732273553991
280,33,8,64,4,2.1,3,164,0,0,1,0,2,4.430816798843313,0.9555114450274363,5.214935757608986
1810,60,34,35,1,0.2,1,0,0,0,1,0,0,4.007333185232471,-0.35667494393873245,2.995732273553991
2382,46,20,185,4,7.5,2,428,0,0,0,1,4,5.3230099791384085,2.0794415416798357,6.104793232414985
3897,56,31,64,2,2.3,3,0,0,0,0,0,0,4.430816798843313,1.0296194171811581,2.995732273553991
2241,26,0,14,4,0.4,1,94,0,0,1,0,4,3.5263605246161616,-0.10536051565782628,4.736198448394496
3169,52,28,55,1,1.6,2,227,0,0,0,0,4,4.31748811353631,0.7419373447293773,5.5093883366279774
3835,33,9,131,3,2.2,3,0,1,0,0,0,0,5.017279836814924,0.9932517730102834,2.995732273553991
1515,54,28,28,4,1.5,3,0,0,0,1,1,4,3.871201010907891,0.6931471805599453,2.995732273553991
1828,30,4,25,2,0.3,2,0,0,0,0,0,2,3.8066624897703196,-0.2231435513142097,2.995732273553991
1937,51,25,181,1,3.3,3,589,1,1,1,0,5,5.303304908059076,1.33500106673234,6.411818267709897
2318,60,34,23,1,0.8,2,112,0,0,1,0,4,3.7612001156935624,0.26236426446749106,4.882801922586371
4425,26,0,164,2,4.0,3,301,0,0,1,0,5,5.214935757608986,1.5040773967762742,5.771441123130016
2495,46,22,70,4,1.9,1,212,0,0,0,1,4,4.499809670330265,0.8754687373538999,5.44673737166631
3890,42,17,139,2,2.9,3,0,0,0,1,0,1,5.0689042022202315,1.2237754316221157,2.995732273553991
308,32,8,128,2,4.33,1,0,0,1,1,1,4,4.997212273764115,1.5748464676644813,2.995732273553991
2802,52,22,154,1,5.0,3,0,1,1,1,0,0,5.159055299214529,1.7047480922384253,2.995732273553991
4182,55,29,49,2,0.8,3,220,0,0,0,1,2,4.23410650459726,0.26236426446749106,5.480638923341991
2279,47,23,34,4,0.6,1,0,0,1,1,1,1,3.9889840465642745,0.09531017980432493,2.995732273553991
650,47,22,122,1,5.1,3,163,1,0,0,0,0,4.955827057601261,1.7227665977411035,5.209486152841421
4718,32,6,35,3,1.0,1,0,1,0,1,0,1,4.007333185232471,0.4054651081081644,2.995732273553991
2154,32,8,45,1,2.4,2,0,0,0,0,0,4,4.174387269895637,1.0647107369924282,2.995732273553991
2057,37,12,125,2,3.9,1,0,0,0,1,1,1,4.976733742420574,1.4816045409242156,2.995732273553991
2970,54,30,121,2,1.1,3,0,1,0,0,0,5,4.948759890378168,0.47000362924573563,2.995732273553991
2217,48,24,162,4,3.3,2,446,0,1,1,0,1,5.204006687076795,1.33500106673234,6.144185634125646
1105,35,10,182,1,0.3,2,229,0,1,1,1,5,5.308267697401205,-0.2231435513142097,5.517452896464707
4689,51,27,43,4,1.1,2,164,0,0,1,1,5,4.143134726391533,0.47000362924573563,5.214935757608986
269,43,13,33,1,0.75,3,0,0,0,0,0,5,3.970291913552122,0.22314355131420976,2.995732273553991
2912,44,20,130,4,3.2,2,0,0,0,0,0,0,5.0106352940962555,1.308332819650179,2.995732273553991
3728,28,3,118,3,2.4,2,161,0,0,0,0,1,4.927253685157205,1.0647107369924282,5.198497031265826
957,56,32,88,2,0.3,1,0,0,0,1,0,4,4.68213122712422,-0.2231435513142097,2.995732273553991
4775,44,14,33,1,0.75,3,171,0,0,0,0,4,3.970291913552122,0.22314355131420976,5.25227342804663
3983,39,13,93,4,3.6,3,0,0,0,1,0,3,4.727387818712341,1.410986973710262,2.995732273553991
2867,59,33,110,3,4.4,1,264,0,0,1,0,0,4.867534450455582,1.589235205116581,5.648974238161206
150,46,22,118,2,7.5,1,0,0,1,1,1,4,4.927253685157205,2.0794415416798357,2.995732273553991
2772,55,31,130,4,6.5,1,0,0,0,0,1,2,5.0106352940962555,1.9459101490553132,2.995732273553991
1674,37,11,139,2,0.8,2,421,0,0,1,0,5,5.0689042022202315,0.26236426446749106,6.089044875446846
1176,29,3,103,4,3.4,1,0,0,0,1,0,0,4.812184355372417,1.3609765531356006,2.995732273553991
15,60,30,22,1,1.5,3,0,0,0,1,1,5,3.7376696182833684,0.6931471805599453,2.995732273553991
75,31,7,135,4,3.8,2,0,0,1,1,1,4,5.043425116919247,1.4586150226995167,2.995732273553991
4813,49,23,60,3,0.7,2,142,0,0,1,1,5,4.382026634673881,0.1823215567939546,5.087596335232384
1209,46,21,52,3,2.7,2,228,0,0,0,1,1,4.276666119016055,1.1631508098056809,5.5134287461649825
2913,39,12,75,3,2.33,2,0,0,0,1,1,4,4.553876891600541,1.0402767116551463,2.995732273553991
4171,58,31,49,4,2.5,2,0,0,0,1,0,4,4.23410650459726,1.0986122886681098,2.995732273553991
3925,42,18,22,1,1.4,3,0,0,0,1,0,0,3.7376696182833684,0.6418538861723947,2.995732273553991
2584,59,34,114,3,4.2,2,0,0,0,1,0,4,4.897839799950911,1.547562508716013,2.995732273553991
1126,32,8,104,2,3.7,1,0,0,0,0,1,5,4.820281565605037,1.4350845252893227,2.995732273553991
2385,43,17,125,4,3.5,2,0,0,0,0,0,4,4.976733742420574,1.3862943611198906,2.995732273553991
1811,28,3,11,4,0.5,3,0,0,0,0,0,4,3.4339872044851463,0.0,2.995732273553991
1952,30,5,78,1,2.6,2,0,0,0,1,0,2,4.584967478670572,1.1314021114911006,2.995732273553991
2996,42,18,103,1,3.33,1,0,1,1,1,1,1,4.812184355372417,1.3428648031925547,2.995732273553991
4252,54,29,81,1,0.1,3,0,0,0,0,0,1,4.61512051684126,-0.5108256237659907,2.995732273553991
1889,56,30,111,4,0.3,1,372,1,1,1,0,3,4.875197323201151,-0.2231435513142097,5.971261839790462
1980,45,19,141,1,2.4,1,0,0,0,1,0,4,5.081404364984463,1.0647107369924282,2.995732273553991
1674,37,11,139,2,0.8,2,421,0,0,1,0,5,5.0689042022202315,0.26236426446749106,6.089044875446846
3076,29,-1,62,2,1.75,3,0,0,0,0,1,2,4.406719247264253,0.8109302162163288,2.995732273553991
2776,46,20,140,2,6.3,1,380,0,0,1,1,3,5.075173815233827,1.916922612182061,5.991464547107982
349,26,2,60,2,3.0,1,132,0,0,0,0,3,4.382026634673881,1.252762968495368,5.0238805208462765
2802,52,22,154,1,5.0,3,0,1,1,1,0,0,5.159055299214529,1.7047480922384253,2.995732273553991
3747,26,0,83,3,3.9,2,0,0,0,1,0,1,4.634728988229636,1.4816045409242156,2.995732273553991
4687,58,34,48,4,1.3,2,0,0,0,1,1,3,4.219507705176107,0.5877866649021191,2.995732273553991
2194,34,9,123,1,1.6,2,0,0,0,1,0,4,4.962844630259907,0.7419373447293773,2.995732273553991
277,29,2,30,4,1.0,3,0,0,0,0,0,2,3.912023005428146,0.4054651081081644,2.995732273553991
954,37,12,169,2,5.2,3,249,0,0,1,0,1,5.241747015059643,1.7404661748405046,5.594711379601839
4167,48,24,144,4,3.5,2,0,0,0,0,0,4,5.099866427824199,1.3862943611198906,2.995732273553991
4865,50,24,133,4,1.4,2,342,0,0,0,1,0,5.030437921392435,0.6418538861723947,5.8916442118257715
4015,25,-1,139,2,2.0,1,0,0,0,0,1,3,5.0689042022202315,0.9162907318741551,2.995732273553991
3145,34,10,114,3,3.3,3,0,0,0,0,0,4,4.897839799950911,1.33500106673234,2.995732273553991
4494,29,4,182,1,3.7,3,0,0,0,1,0,5,5.308267697401205,1.4350845252893227,2.995732273553991
159,61,35,41,4,1.7,2,0,1,0,1,0,4,4.110873864173311,0.7884573603642703,2.995732273553991
981,36,12,142,3,2.3,2,0,0,1,1,1,0,5.087596335232384,1.0296194171811581,2.995732273553991
632,57,32,165,4,2.7,3,0,0,0,1,0,4,5.220355825078324,1.1631508098056809,2.995732273553991
1464,28,4,120,2,0.6,1,0,0,0,1,0,2,4.941642422609304,0.09531017980432493,2.995732273553991
2222,45,20,41,1,0.3,1,0,0,0,1,0,5,4.110873864173311,-0.2231435513142097,2.995732273553991
4023,51,25,175,3,0.7,1,312,0,0,0,0,0,5.272999558563747,0.1823215567939546,5.805134968916488
2361,36,12,109,3,0.5,3,0,1,1,1,0,4,4.859812404361672,0.0,2.995732273553991
3037,27,2,158,3,0.4,2,0,0,1,1,0,5,5.181783550292085,-0.10536051565782628,2.995732273553991
3453,29,3,31,4,0.3,2,0,0,0,1,0,4,3.9318256327243257,-0.2231435513142097,2.995732273553991
3498,30,6,182,4,0.8,3,94,0,0,1,0,3,5.308267697401205,0.26236426446749106,4.736198448394496
4175,42,17,154,3,4.9,1,0,0,1,1,1,3,5.159055299214529,1.6863989535702288,2.995732273553991
4190,40,16,89,3,3.9,2,216,1,1,1,0,5,4.6913478822291435,1.4816045409242156,5.4638318050256105
1679,57,31,114,4,5.2,1,0,1,1,1,0,4,4.897839799950911,1.7404661748405046,2.995732273553991
3740,59,35,174,1,4.7,1,0,0,0,1,1,2,5.267858159063328,1.6486586255873816,2.995732273553991
4124,53,29,141,2,0.2,3,0,0,0,0,0,0,5.081404364984463,-0.35667494393873245,2.995732273553991
1126,32,8,104,2,3.7,1,0,0,0,0,1,5,4.820281565605037,1.4350845252893227,2.995732273553991
2005,47,23,170,2,6.5,2,0,0,1,1,1,0,5.247024072160486,1.9459101490553132,2.995732273553991
2403,38,13,140,4,0.5,1,0,0,0,0,0,0,5.075173815233827,0.0,2.995732273553991
3136,60,34,65,3,2.2,3,94,1,1,0,1,5,4.442651256490317,0.9932517730102834,4.736198448394496
1041,56,32,51,4,1.5,1,0,0,0,0,0,2,4.2626798770413155,0.6931471805599453,2.995732273553991
1856,51,24,21,2,1.0,2,0,0,0,1,0,5,3.713572066704308,0.4054651081081644,2.995732273553991
321,44,20,101,3,4.4,2,82,0,0,0,0,2,4.795790545596741,1.589235205116581,4.624972813284271
654,54,29,129,4,4.2,3,0,0,0,0,0,3,5.003946305945459,1.547562508716013,2.995732273553991
2586,47,23,149,4,6.1,1,0,0,0,0,1,2,5.1298987149230735,1.8870696490323797,2.995732273553991
940,61,36,193,1,4.7,3,203,0,0,1,0,4,5.3612921657094255,1.6486586255873816,5.407171771460119
426,42,18,75,3,2.33,1,0,0,0,0,1,2,4.553876891600541,1.0402767116551463,2.995732273553991
2393,53,28,14,4,0.8,1,0,0,0,1,1,4,3.5263605246161616,0.26236426446749106,2.995732273553991
2385,43,17,125,4,3.5,2,0,0,0,0,0,4,4.976733742420574,1.3862943611198906,2.995732273553991
73,41,16,85,1,4.0,3,0,0,0,1,1,4,4.653960350157523,1.5040773967762742,2.995732273553991
724,64,38,92,1,2.0,1,0,0,0,1,0,4,4.718498871295094,0.9162907318741551,2.995732273553991
359,32,6,32,1,1.9,3,0,0,0,1,0,3,3.9512437185814275,0.8754687373538999,2.995732273553991
3864,62,32,142,2,2.8,3,0,0,0,0,1,5,5.087596335232384,1.1939224684724346,2.995732273553991
1443,36,12,25,4,1.0,1,0,0,0,1,0,5,3.8066624897703196,0.4054651081081644,2.995732273553991
4929,62,36,39,2,0.3,1,0,0,0,1,0,2,4.07753744390572,-0.2231435513142097,2.995732273553991
4068,59,34,21,2,0.5,2,0,0,0,1,0,5,3.713572066704308,0.0,2.995732273553991
4617,38,13,41,3,0.5,3,0,0,0,0,1,5,4.110873864173311,0.0,2.995732273553991
3225,52,28,38,4,0.9,2,0,0,0,0,1,5,4.060443010546419,0.3364722366212129,2.995732273553991
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
1824,49,23,194,4,8.3,2,0,0,0,0,1,4,5.365976015021851,2.174751721484161,2.995732273553991
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
1583,61,36,184,4,2.3,2,342,0,1,1,1,2,5.318119993844216,1.0296194171811581,5.8916442118257715
365,57,32,174,1,6.8,2,466,0,0,1,0,0,5.267858159063328,1.9878743481543455,6.186208623900494
2916,46,20,40,1,1.2,2,0,0,0,1,0,2,4.0943445622221,0.5306282510621704,2.995732273553991
2689,40,16,104,1,3.4,1,249,0,0,0,0,1,4.820281565605037,1.3609765531356006,5.594711379601839
599,28,4,103,2,2.5,1,0,0,0,1,1,4,4.812184355372417,1.0986122886681098,2.995732273553991
3605,61,31,130,2,2.6,3,0,0,0,0,0,2,5.0106352940962555,1.1314021114911006,2.995732273553991
4163,54,28,108,4,1.9,2,0,0,0,1,0,4,4.852030263919617,0.8754687373538999,2.995732273553991
47,37,12,194,4,0.2,3,211,1,1,1,1,1,5.365976015021851,-0.35667494393873245,5.442417710521793
4355,40,10,29,1,0.75,3,0,0,0,1,0,4,3.8918202981106265,0.22314355131420976,2.995732273553991
2838,30,6,181,3,4.1,2,0,0,1,1,1,4,5.303304908059076,1.5260563034950492,2.995732273553991
4377,33,8,145,1,2.7,3,0,0,0,1,0,2,5.10594547390058,1.1631508098056809,2.995732273553991
53,50,26,190,3,2.1,3,240,0,0,1,0,0,5.3471075307174685,0.9555114450274363,5.560681631015528
1161,36,11,181,3,1.4,1,0,0,0,0,0,4,5.303304908059076,0.6418538861723947,2.995732273553991
4216,60,35,173,3,3.1,3,0,0,0,1,0,0,5.262690188904886,1.2809338454620642,2.995732273553991
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
760,29,3,52,3,1.1,2,0,0,0,1,0,2,4.276666119016055,0.47000362924573563,2.995732273553991
4669,27,1,64,4,1.8,2,0,0,0,1,1,4,4.430816798843313,0.8329091229351039,2.995732273553991
755,56,30,45,4,0.7,2,0,0,0,0,1,1,4.174387269895637,0.1823215567939546,2.995732273553991
3655,48,22,125,1,2.4,1,0,0,0,1,0,0,4.976733742420574,1.0647107369924282,2.995732273553991
2122,55,29,64,3,0.8,1,119,0,0,0,1,3,4.430816798843313,0.26236426446749106,4.9344739331306915
1631,61,36,153,1,2.6,2,0,1,1,0,1,1,5.153291594497779,1.1314021114911006,2.995732273553991
2101,35,5,203,1,10.0,3,0,0,0,0,0,5,5.407171771460119,2.3513752571634776,2.995732273553991
2345,65,40,89,1,4.1,1,299,0,1,1,0,0,4.6913478822291435,1.5260563034950492,5.765191102784844
1176,29,3,103,4,3.4,1,0,0,0,1,0,0,4.812184355372417,1.3609765531356006,2.995732273553991
4439,33,7,104,2,3.6,3,0,0,0,0,1,4,4.820281565605037,1.410986973710262,2.995732273553991
1204,26,1,190,4,1.3,2,197,0,0,1,0,1,5.3471075307174685,0.5877866649021191,5.37989735354046
861,60,30,28,1,1.5,3,124,1,0,1,0,2,3.871201010907891,0.6931471805599453,4.969813299576001
1204,26,1,190,4,1.3,2,197,0,0,1,0,1,5.3471075307174685,0.5877866649021191,5.37989735354046
2142,55,31,62,4,1.5,1,0,0,0,1,0,3,4.406719247264253,0.6931471805599453,2.995732273553991
4260,57,31,52,1,1.4,1,0,0,0,1,0,4,4.276666119016055,0.6418538861723947,2.995732273553991
1641,58,34,152,4,3.6,3,0,0,0,0,0,2,5.147494476813453,1.410986973710262,2.995732273553991
4786,36,12,18,4,1.0,1,0,0,0,1,1,5,3.6375861597263857,0.4054651081081644,2.995732273553991
1768,43,18,128,4,5.3,1,84,0,0,0,0,2,4.997212273764115,1.7578579175523736,4.6443908991413725
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
4643,33,7,35,4,0.8,1,0,0,0,1,0,5,4.007333185232471,0.26236426446749106,2.995732273553991
1824,49,23,194,4,8.3,2,0,0,0,0,1,4,5.365976015021851,2.174751721484161,2.995732273553991
3996,50,24,11,4,0.6,3,0,0,0,0,1,4,3.4339872044851463,0.09531017980432493,2.995732273553991
3177,30,4,83,2,1.5,3,199,0,0,0,1,1,4.634728988229636,0.6931471805599453,5.389071729816501
174,42,17,168,2,7.9,2,0,0,0,1,0,5,5.236441962829949,2.128231705849268,2.995732273553991
3878,35,11,81,2,0.0,1,0,0,0,1,1,2,4.61512051684126,-0.6931471805599453,2.995732273553991
1402,55,29,172,1,5.2,2,0,0,0,0,0,5,5.2574953720277815,1.7404661748405046,2.995732273553991
172,38,13,171,2,7.8,1,0,0,0,1,0,2,5.25227342804663,2.1162555148025524,2.995732273553991
2262,55,29,131,2,0.7,2,0,0,0,0,1,5,5.017279836814924,0.1823215567939546,2.995732273553991
1143,33,7,120,1,3.2,3,0,0,0,1,0,4,4.941642422609304,1.308332819650179,2.995732273553991
2453,43,19,60,3,2.1,3,0,0,0,1,0,4,4.382026634673881,0.9555114450274363,2.995732273553991
4425,26,0,164,2,4.0,3,301,0,0,1,0,5,5.214935757608986,1.5040773967762742,5.771441123130016
3555,35,9,81,1,2.7,2,0,0,0,1,0,1,4.61512051684126,1.1631508098056809,2.995732273553991
1066,30,5,125,4,0.5,3,0,0,1,1,0,0,4.976733742420574,0.0,2.995732273553991
1024,58,33,122,4,0.2,2,0,0,1,1,0,3,4.955827057601261,-0.35667494393873245,2.995732273553991
4357,39,14,141,4,6.3,1,0,1,1,1,1,3,5.081404364984463,1.916922612182061,2.995732273553991
3006,62,37,169,3,5.0,2,184,0,1,1,1,5,5.241747015059643,1.7047480922384253,5.318119993844216
4746,31,7,18,1,0.4,3,0,0,0,1,0,5,3.6375861597263857,-0.10536051565782628,2.995732273553991
1503,34,8,52,4,2.2,2,0,0,0,0,0,4,4.276666119016055,0.9932517730102834,2.995732273553991
2809,42,16,185,3,2.2,2,0,1,1,1,1,4,5.3230099791384085,0.9932517730102834,2.995732273553991
3343,62,37,125,1,1.0,3,0,0,0,1,0,4,4.976733742420574,0.4054651081081644,2.995732273553991
3000,40,14,164,1,4.3,2,0,0,0,0,0,4,5.214935757608986,1.5686159179138452,2.995732273553991
3368,45,18,163,3,5.33,2,0,0,1,0,1,4,5.209486152841421,1.763017000362401,2.995732273553991
2246,35,11,190,3,3.1,2,266,0,0,0,0,2,5.3471075307174685,1.2809338454620642,5.655991810819852
505,36,12,69,3,3.1,2,0,0,0,1,0,4,4.48863636973214,1.2809338454620642,2.995732273553991
2968,44,18,162,4,1.3,1,301,0,0,0,0,0,5.204006687076795,0.5877866649021191,5.771441123130016
4165,63,38,135,2,3.8,3,183,0,0,0,0,1,5.043425116919247,1.4586150226995167,5.313205979041787
776,50,26,135,2,4.6,3,91,0,0,1,0,2,5.043425116919247,1.62924053973028,4.709530201312334
1419,30,4,39,1,1.5,1,0,0,0,0,1,1,4.07753744390572,0.6931471805599453,2.995732273553991
3772,35,10,152,2,3.0,1,0,0,0,1,0,4,5.147494476813453,1.252762968495368,2.995732273553991
3158,54,28,64,2,0.8,3,0,1,0,1,0,0,4.430816798843313,0.26236426446749106,2.995732273553991
3542,30,5,118,4,3.0,3,0,0,0,1,0,2,4.927253685157205,1.252762968495368,2.995732273553991
3702,50,25,160,4,4.3,3,410,0,0,0,0,3,5.19295685089021,1.5686159179138452,6.063785208687608
3563,53,27,139,1,0.9,3,0,0,0,0,0,4,5.0689042022202315,0.3364722366212129,2.995732273553991
2246,35,11,190,3,3.1,2,266,0,0,0,0,2,5.3471075307174685,1.2809338454620642,5.655991810819852
1223,45,19,11,1,0.2,1,91,0,0,0,0,6,3.4339872044851463,-0.35667494393873245,4.709530201312334
4855,58,32,130,2,2.7,1,0,0,0,1,0,4,5.0106352940962555,1.1631508098056809,2.995732273553991
871,54,28,48,4,2.8,2,0,0,0,1,0,6,4.219507705176107,1.1939224684724346,2.995732273553991
295,60,34,64,2,1.7,3,0,0,0,0,1,4,4.430816798843313,0.7884573603642703,2.995732273553991
2678,63,38,148,2,4.3,3,0,0,0,1,0,3,5.123963979403259,1.5686159179138452,2.995732273553991
3819,57,27,50,4,2.0,3,0,0,0,1,0,3,4.248495242049359,0.9162907318741551,2.995732273553991
3318,46,20,105,4,3.2,1,0,0,0,0,0,0,4.8283137373023015,1.308332819650179,2.995732273553991
3821,35,9,188,2,3.7,2,259,0,0,1,0,2,5.337538079701318,1.4350845252893227,5.631211781821365
1143,33,7,120,1,3.2,3,0,0,0,1,0,4,4.941642422609304,1.308332819650179,2.995732273553991
1206,63,37,165,4,5.1,3,0,0,0,0,0,5,5.220355825078324,1.7227665977411035,2.995732273553991
815,62,38,35,1,1.9,2,118,0,0,0,0,4,4.007333185232471,0.8754687373538999,4.927253685157205
303,49,25,195,4,3.0,1,617,0,0,0,0,5,5.3706380281276624,1.252762968495368,6.456769655572163
2303,47,21,89,2,0.8,3,0,0,0,1,1,4,4.6913478822291435,0.26236426446749106,2.995732273553991
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
3276,55,31,159,1,3.9,3,0,0,0,0,0,2,5.187385805840755,1.4816045409242156,2.995732273553991
2536,51,25,104,1,4.2,2,0,0,0,1,0,4,4.820281565605037,1.547562508716013,2.995732273553991
4659,28,4,199,1,6.33,1,0,0,0,0,0,2,5.389071729816501,1.9213246735826988,2.995732273553991
1372,39,13,139,3,3.4,1,483,0,0,1,0,5,5.0689042022202315,1.3609765531356006,6.220590170099739
1822,48,23,112,1,5.1,2,86,1,1,1,0,3,4.882801922586371,1.7227665977411035,4.663439094112067
1137,51,26,134,4,4.5,3,0,1,1,1,0,0,5.0369526024136295,1.6094379124341003,2.995732273553991
765,47,21,109,4,1.8,1,0,0,0,0,0,5,4.859812404361672,0.8329091229351039,2.995732273553991
1653,26,1,24,2,0.9,3,123,0,0,0,1,6,3.784189633918261,0.3364722366212129,4.962844630259907
3145,34,10,114,3,3.3,3,0,0,0,0,0,4,4.897839799950911,1.33500106673234,2.995732273553991
2248,63,37,8,1,0.8,2,97,0,0,1,0,4,3.332204510175204,0.26236426446749106,4.762173934797756
4422,57,31,164,2,3.8,3,422,0,1,1,1,4,5.214935757608986,1.4586150226995167,6.091309882077698
471,50,24,30,4,0.1,1,161,0,0,1,1,1,3.912023005428146,-0.5108256237659907,5.198497031265826
448,31,4,60,4,2.0,2,0,0,0,1,1,4,4.382026634673881,0.9162907318741551,2.995732273553991
3356,49,23,115,3,4.6,3,0,0,0,0,0,5,4.90527477843843,1.62924053973028,2.995732273553991
1843,30,6,154,1,6.0,1,0,0,0,0,0,0,5.159055299214529,1.8718021769015913,2.995732273553991
3986,38,14,182,3,2.6,3,0,0,1,1,1,2,5.308267697401205,1.1314021114911006,2.995732273553991
